"Transaction_ID","Customer_ID","Name","Email","Phone","Address","City","State","Zipcode","Country","Age","Gender","Income","Customer_Segment","Date","Year","Month","Time","Total_Purchases","Amount","Total_Amount","Product_Category","Product_Brand","Product_Type","Feedback","Shipping_Method","Payment_Method","Order_Status","Ratings","products"
1198092,96720,"Robert Torres","Monica6@gmail.com",1113123915,"886 Thompson Island Apt. 302","Portsmouth","England",50121,"UK",59,"Male","Medium","Regular","3/22/2023",2023,"March","5:44:33",9,324.7267472,2922.540725,"Grocery","Nestle","Snacks","Good","Same-Day","Credit Card","Delivered",3,"Popcorn"
7978896,28489,"Julia Dodson","Kaitlin36@gmail.com",6363334046,"4867 Bush Islands Suite 780","Portsmouth","England",52638,"UK",43,"Male","Medium","Regular","12/7/2023",2023,"December","6:27:17",3,199.8245013,599.4735038,"Grocery","Nestle","Snacks","Bad","Express","Credit Card","Processing",1,"Nuts"
4615607,22945,"Jessica Burke","John100@gmail.com",6315925303,"0888 Eric Ridge","Portsmouth","England",30472,"UK",26,"Female","Medium","Regular","1/26/2024",2024,"January","17:05:34",9,386.9843038,3482.858734,"Books","HarperCollins","Thriller","Bad","Express","Debit Card","Pending",1,"Detective"
6983938,15757,"Mr. Evan Sutton","Jasmine27@gmail.com",9419010843,"576 Parrish Mountains Suite 562","Portsmouth","England",13755,"UK",35,"Male","Medium","Regular","6/28/2023",2023,"June","8:35:41",10,363.4813448,3634.813448,"Electronics","Sony","Smartphone","Average","Same-Day","PayPal","Delivered",2,"iPhone"
6314125,15983,"Jamie Thompson","Michael25@gmail.com",4073525462,"48449 Cynthia Points Apt. 781","Portsmouth","England",27737,"UK",48,"Male","Low","Regular","12/7/2023",2023,"December","21:09:35",1,104.8262263,104.8262263,"Electronics","Sony","Smartphone","Excellent","Same-Day","PayPal","Processing",4,"LG G"
1874788,74649,"Courtney Perry","Tina32@gmail.com",7402421885,"571 Samuel Wall Apt. 895","Portsmouth","England",24895,"UK",18,"Male","High","Regular","4/19/2023",2023,"April","22:26:07",5,289.1167828,1445.583914,"Grocery","Nestle","Chocolate","Average","Express","Debit Card","Delivered",2,"Chocolate-covered fruits"
2982163,50952,"Teresa Maxwell","Daniel79@gmail.com",4353493533,"63725 Jessica Prairie","Portsmouth","England",98138,"UK",49,"Female","Medium","Regular","3/5/2023",2023,"March","17:10:46",3,427.5947837,1282.784351,"Clothing","Nike","Shorts","Bad","Express","Cash","Pending",1,"Chino shorts"
5166565,51279,"Roy Obrien","John3@gmail.com",9379457412,"253 Shea Manors","Portsmouth","England",25048,"UK",60,"Male","Low","Regular","12/21/2023",2023,"December","0:41:21",4,183.7086333,734.8345331,"Grocery","Pepsi","Water","Good","Same-Day","PayPal","Processing",3,"Distilled water"
1685588,70655,"Renee Banks","Cassandra10@gmail.com",1240946835,"1828 Andrea Isle","Portsmouth","England",90371,"UK",20,"Male","Medium","Regular","8/25/2023",2023,"August","19:46:47",4,466.22066,1864.88264,"Books","Penguin Books","Fiction","Excellent","Express","Credit Card","Processing",5,"Literary fiction"
3101821,93615,"Linda Spencer DVM","Casey5@gmail.com",3599888358,"919 Williams River","Portsmouth","England",39093,"UK",35,"Male","Low","Regular","3/8/2023",2023,"March","21:43:17",6,106.4830681,638.8984086,"Grocery","Pepsi","Soft Drink","Bad","Same-Day","Debit Card","Processing",1,"Grape soda"
6113733,86785,"Todd Hernandez","Randy87@gmail.com",3446116291,"428 Anthony Village Suite 371","Portsmouth","England",89665,"UK",33,"Female","Medium","Regular","5/16/2023",2023,"May","19:39:12",9,311.4446143,2803.001528,"Clothing","Zara","Shirt","Bad","Same-Day","Debit Card","Shipped",1,"T-shirt"
1295338,94652,"Elizabeth Fisher","Joseph95@gmail.com",3048742039,"3593 Allen Meadow Suite 449","Portsmouth","England",19394,"UK",19,"Male","Medium","Regular","12/17/2023",2023,"December","21:32:32",2,152.5736658,305.1473315,"Books","Random House","Fiction","Excellent","Same-Day","Cash","Shipped",5,"Literary fiction"
3326402,67949,"Martin Giles","Jonathan55@gmail.com",3221151529,"405 Robert Estate Apt. 428","Portsmouth","England",18758,"UK",54,"Male","Medium","Regular","2/20/2024",2024,"February","3:39:48",3,242.8579728,728.5739184,"Grocery","Nestle","Snacks","Average","Standard","PayPal","Processing",2,"Cheese snacks"
9703915,38862,"Nicholas Nelson","Anthony86@gmail.com",8495017152,"2422 Jackson Rapid Apt. 062","Portsmouth","England",36037,"UK",50,"Female","Low","Regular","11/16/2023",2023,"November","15:29:46",3,380.1576511,1140.472953,"Grocery","Nestle","Chocolate","Bad","Standard","Cash","Processing",1,"Chocolate-covered fruits"
1194954,13566,"Maria Johnson","Marilyn60@gmail.com",8747748872,"9600 Lisa Viaduct Apt. 811","Portsmouth","England",56223,"UK",26,"Female","Low","Regular","7/3/2023",2023,"July","14:22:41",1,377.6137689,377.6137689,"Home Decor","Bed Bath & Beyond","Bathroom","Good","Same-Day","PayPal","Pending",3,"Towel rack"
8942113,72626,"Daniel Morgan","Jacob10@gmail.com",9934928420,"67273 Michelle Well","Portsmouth","England",21841,"UK",58,"Male","Medium","Regular","1/25/2024",2024,"January","17:48:38",1,212.3024659,212.3024659,"Home Decor","Bed Bath & Beyond","Bedding","Average","Same-Day","Cash","Processing",2,"Blanket"
2729227,45610,"Sarah Lewis","Dale68@gmail.com",2252106373,"7847 Susan Brook Apt. 282","Portsmouth","England",4485,"UK",47,"Female","Medium","Regular","7/10/2023",2023,"July","16:49:22",9,145.6583398,1310.925059,"Books","Random House","Literature","Average","Standard","Credit Card","Processing",2,"Literary fiction"
9193737,45455,"Katherine Stuart","Megan75@gmail.com",9676430146,"9610 Adams Unions Apt. 748","Portsmouth","England",62033,"UK",35,"Female","Low","Regular","7/25/2023",2023,"July","17:53:48",1,275.7202207,275.7202207,"Electronics","Sony","Smartphone","Average","Express","Debit Card","Processing",2,"iPhone"
7260440,72079,"Diana Thomas","Shane69@gmail.com",2142413521,"0741 Morales Estates Suite 639","Portsmouth","England",69785,"UK",25,"Male","Low","Regular","12/12/2023",2023,"December","16:21:55",10,249.8993538,2498.993538,"Home Decor","Home Depot","Furniture","Bad","Standard","Debit Card","Shipped",1,"Coffee table"
6219631,26736,"Danielle May","Darrell77@gmail.com",3065136145,"904 Lopez Haven Apt. 073","Portsmouth","England",4692,"UK",67,"Female","Medium","Regular","8/30/2023",2023,"August","19:19:22",8,221.5377905,1772.302324,"Electronics","Samsung","Television","Good","Express","PayPal","Shipped",4,"OLED TV"
8748941,77875,"Monica Peterson","Frederick4@gmail.com",5191926327,"9126 Turner Trail Suite 364","Portsmouth","England",5563,"UK",65,"Male","Medium","Regular","1/14/2024",2024,"January","21:18:43",3,399.3726237,1198.117871,"Electronics","Sony","Television","Good","Standard","PayPal","Shipped",3,"HDR TV"
7177238,95547,"Sarah Li","Roger41@gmail.com",5326175928,"2488 Barry Lake","Portsmouth","England",59954,"UK",30,"Male","High","Regular","2/5/2024",2024,"February","7:38:28",7,459.6822933,3217.776053,"Books","Random House","Non-Fiction","Good","Express","Credit Card","Pending",4,"Travel"
6752816,50126,"Brianna Murray","Anthony39@gmail.com",1148388458,"612 Marie Course Suite 432","Portsmouth","England",96985,"UK",32,"Female","Low","Regular","12/20/2023",2023,"December","8:57:11",1,171.2626583,171.2626583,"Electronics","Apple","Smartphone","Bad","Standard","PayPal","Processing",1,"LG G"
7018142,67530,"Mathew Fitzgerald","Erik18@gmail.com",NA,"4169 Robert Lodge","Portsmouth","England",67486,"UK",50,"Male","Low","Regular","8/23/2023",2023,"August","1:40:26",7,178.0342511,1246.239758,"Clothing","Adidas","T-shirt","Excellent","Standard","PayPal","Processing",4,"Crew neck tee"
9329957,55159,"Ellen Simpson","Tiffany30@gmail.com",3133334228,"0145 Aaron Junction Suite 500","Portsmouth","England",10430,"UK",50,"Male","Medium","Regular","2/6/2024",2024,"February","10:56:31",1,354.6951817,354.6951817,"Grocery","Coca-Cola","Juice","Good","Standard","Credit Card","Pending",4,"Grapefruit juice"
6298651,50555,"Steven Riddle","Thomas97@gmail.com",2470177640,"46650 Melissa Plains Apt. 683","Portsmouth","England",22156,"UK",68,"Male","Low","Regular","2/2/2024",2024,"February","4:39:39",10,373.8363983,3738.363983,"Electronics","Samsung","Smartphone","Bad","Standard","Credit Card","Pending",1,"Xiaomi Mi"
5575470,21352,"Denise Ellison","Brian49@gmail.com",2540594145,"16068 Calderon Stravenue Apt. 565","Portsmouth","England",92972,"UK",42,"Male","Low","Regular","3/4/2023",2023,"March","17:34:14",1,191.2814448,191.2814448,"Grocery","Coca-Cola","Soft Drink","Excellent","Same-Day","PayPal","Delivered",4,"Root beer"
1238495,28128,"Mark Frazier","Alexis30@gmail.com",2189796179,"15297 Ryan Ports Apt. 326","Portsmouth","England",12407,"UK",65,"Male","Low","Regular","2/23/2024",2024,"February","3:19:09",1,155.8863582,155.8863582,"Home Decor","IKEA","Lighting","Good","Same-Day","PayPal","Pending",4,"Track lighting"
4105287,41336,"Nathan Estrada","Jill65@gmail.com",3449233465,"92057 Jennifer Canyon","Portsmouth","England",63564,"UK",57,"Male","Medium","Regular","1/17/2024",2024,"January","11:14:33",6,141.864984,851.1899039,"Electronics","Apple","Laptop","Average","Express","Credit Card","Processing",2,"Razer Blade"
9255871,96814,"Michelle Bright","Jose43@gmail.com",6435150270,"11313 Steven Place Apt. 141","Portsmouth","England",72362,"UK",27,"Male","High","Regular","2/5/2024",2024,"February","1:35:20",1,246.1520185,246.1520185,"Electronics","Apple","Laptop","Bad","Standard","Credit Card","Pending",1,"Samsung Notebook"
3997195,95592,"Carlos Stanley","Tonya20@gmail.com",8530902035,"428 Kelley Stravenue Suite 893","Portsmouth","England",63355,"UK",41,"Male","Low","Regular","9/5/2023",2023,"September","13:53:22",3,20.71651673,62.14955018,"Grocery","Nestle","Chocolate","Average","Express","Debit Card","Processing",2,"Milk chocolate"
9366120,90603,"Kristen Vazquez","Samantha66@gmail.com",5970318153,"402 Wood Neck","Portsmouth","England",31473,"UK",56,"Female","High","Regular","3/19/2023",2023,"March","22:48:31",9,94.33213936,848.9892543,"Grocery","Nestle","Snacks","Average","Standard","Cash","Delivered",2,"Nuts"
5419578,88294,"Rhonda Parsons","Gary99@gmail.com",6597516336,"06146 John Loop","Portsmouth","England",90871,"UK",64,"Male","Medium","Regular","6/15/2023",2023,"June","9:22:20",7,423.6130845,2965.291591,"Grocery","Coca-Cola","Juice","Bad","Standard","Debit Card","Pending",1,"Pineapple juice"
7850231,84982,"Sylvia Garcia","Gabrielle13@gmail.com",8358660998,"1602 Michelle Junction","Portsmouth","England",1310,"UK",68,"Female","Low","Regular","1/6/2024",2024,"January","9:43:31",2,98.22057468,196.4411494,"Electronics","Samsung","Television","Bad","Same-Day","Credit Card","Delivered",1,"HDR TV"
5943482,31054,"Judy Green","Travis60@gmail.com",6738409426,"184 Jonathan Pike Suite 510","Portsmouth","England",30731,"UK",56,"Female","Medium","Regular","12/15/2023",2023,"December","3:26:33",9,167.7337854,1509.604068,"Home Decor","IKEA","Furniture","Good","Express","Credit Card","Delivered",3,"Coffee table"
7567107,27353,"Mrs. Maria Patrick","Sarah54@gmail.com",6912552655,"57941 Osborne Ferry Apt. 927","Portsmouth","England",11524,"UK",60,"Female","Low","Regular","10/30/2023",2023,"October","2:34:45",1,180.1567737,180.1567737,"Books","Random House","Literature","Good","Same-Day","Cash","Shipped",3,"Literary fiction"
5245038,52641,"Andrea Martin","Todd60@gmail.com",3834526059,"65518 Washington Meadows Suite 036","Portsmouth","England",92972,"UK",48,"Male","High","Regular","9/8/2023",2023,"September","7:19:22",7,12.48091594,87.36641155,"Home Decor","IKEA","Decorations","Average","Express","Debit Card","Pending",2,"Decorative pillows"
9334981,71681,"Kyle Moreno","Alex72@gmail.com",3373095522,"38088 Molly Landing","Portsmouth","England",85049,"UK",49,"Male","Medium","Regular","9/11/2023",2023,"September","13:27:52",5,318.4496589,1592.248294,"Clothing","Adidas","T-shirt","Average","Same-Day","PayPal","Processing",2,"Crop top"
1804470,65334,"Sherri Chambers","Emily43@gmail.com",1477984670,"687 John Avenue","Portsmouth","England",77593,"UK",32,"Female","Medium","Regular","11/15/2023",2023,"November","0:50:35",3,367.4544789,1102.363437,"Books","Penguin Books","Children's","Average","Express","Cash","Processing",2,"Clothing"
6135513,83016,"Shannon Lopez MD","Erin3@gmail.com",8322254249,"649 Thompson Ports","Portsmouth","England",55340,"UK",32,"Female","Low","Regular","12/19/2023",2023,"December","13:09:49",5,62.1635342,310.817671,"Grocery","Coca-Cola","Water","Average","Same-Day","Credit Card","Delivered",2,"Purified water"
1705974,40624,"Trevor Walker","Tyler30@gmail.com",1360625946,"107 Todd Neck","Portsmouth","England",82397,"UK",18,"Male","Medium","Regular","3/13/2023",2023,"March","4:32:41",2,360.6269886,721.2539773,"Grocery","Pepsi","Soft Drink","Excellent","Standard","PayPal","Delivered",5,"Lemon-lime soda"
5343974,66428,"Jacob Arnold","Lawrence24@gmail.com",2100695530,"9381 Keller Lock","Portsmouth","England",89333,"UK",48,"Female","Medium","Regular","11/28/2023",2023,"November","19:22:50",1,315.7222744,315.7222744,"Grocery","Coca-Cola","Juice","Bad","Standard","Cash","Shipped",1,"Pomegranate juice"
8273419,34145,"Matthew Brown","Dawn85@gmail.com",1930731619,"911 Preston Isle","Portsmouth","England",52069,"UK",69,"Male","Medium","Regular","12/2/2023",2023,"December","0:36:31",9,183.231127,1649.080143,"Home Decor","Home Depot","Furniture","Bad","Express","PayPal","Processing",1,"Dresser"
3134820,13629,"Erica Humphrey","Adrienne73@gmail.com",8678953610,"94813 Kevin Cove","Portsmouth","England",84015,"UK",48,"Male","Medium","Regular","9/14/2023",2023,"September","11:06:34",5,291.4328373,1457.164187,"Home Decor","IKEA","Lighting","Excellent","Standard","Debit Card","Processing",4,"Ceiling lights"
3528652,26940,"Zachary Abbott","Jonathan81@gmail.com",1660611739,"226 Martinez Turnpike","Portsmouth","England",5129,"UK",68,"Male","Medium","Regular","7/15/2023",2023,"July","15:45:14",8,492.5455335,3940.364268,"Clothing","Adidas","Shoes","Good","Standard","PayPal","Processing",4,"Loafers"
4946535,73735,"Kathleen Garcia","Randy29@gmail.com",6374505488,"0699 Ramirez Brooks Suite 096","Portsmouth","England",82804,"UK",58,"Male","Medium","Regular","9/17/2023",2023,"September","3:11:02",6,493.301515,2959.80909,"Electronics","Samsung","Television","Good","Standard","Credit Card","Shipped",4,"LCD TV"
3632603,96811,"Sarah Harris","Melissa41@gmail.com",3781672719,"801 David Parks Apt. 150","Portsmouth","England",71615,"UK",44,"Female","Medium","Regular","1/8/2024",2024,"January","5:12:33",2,457.2501079,914.5002158,"Home Decor","Bed Bath & Beyond","Bathroom","Good","Standard","Cash","Pending",3,"Bathtub"
9484414,50056,"Sheryl Smith","Dwayne48@gmail.com",6139562938,"3291 Theresa Ridges","Portsmouth","England",4267,"UK",60,"Male","Low","Regular","9/1/2023",2023,"September","10:18:10",6,380.3025105,2281.815063,"Books","Random House","Fiction","Good","Express","Debit Card","Processing",3,"Dystopian"
9192381,41835,"Christine Green PhD","Stephen32@gmail.com",8694292782,"746 Bruce Glens","Portsmouth","England",88500,"UK",33,"Female","Low","Regular","3/28/2023",2023,"March","11:29:19",2,50.42054079,100.8410816,"Home Decor","Bed Bath & Beyond","Bedding","Good","Express","PayPal","Shipped",4,"Bed sheet set"
9084403,89815,"Richard Diaz","Steve5@gmail.com",3221780424,"019 Ross Burg Suite 949","Portsmouth","England",80499,"UK",26,"Male","Low","Regular","2/26/2024",2024,"February","2:31:09",3,291.4024205,874.2072614,"Books","Random House","Fiction","Excellent","Standard","Cash","Shipped",4,"Literary fiction"
8871239,84806,"George Salazar","Kelly57@gmail.com",7827977052,"465 Stephenson Shoals","Portsmouth","England",54259,"UK",60,"Female","Medium","Regular","8/24/2023",2023,"August","3:43:33",4,123.0183684,492.0734736,"Home Decor","Home Depot","Decorations","Bad","Same-Day","Debit Card","Shipped",1,"Curtains"
5050125,14196,"Michael Perkins","Tabitha57@gmail.com",8979005491,"432 Raven Terrace","Portsmouth","England",69649,"UK",37,"Male","High","Regular","9/12/2023",2023,"September","18:24:39",1,253.0541571,253.0541571,"Clothing","Zara","Dress","Average","","PayPal","Pending",2,"Sheath dress"
2300962,11602,"Elizabeth Jones","Amanda29@gmail.com",9120932188,"4011 Evans Plaza Suite 716","Portsmouth","England",9715,"UK",37,"Male","Low","Regular","12/13/2023",2023,"December","18:26:04",4,126.8194883,507.2779531,"Electronics","Sony","Headphones","Excellent","Express","Debit Card","Pending",4,"Over-ear headphones"
6923123,40667,"Elijah Yoder","Misty14@gmail.com",6654567820,"6989 Shannon Mountain","Portsmouth","England",88520,"UK",66,"Male","Medium","Regular","8/7/2023",2023,"August","18:53:55",3,49.25146702,147.7544011,"Home Decor","IKEA","Furniture","Average","Standard","PayPal","Shipped",2,"Desk"
6094546,12223,"Michael Howe","Michael14@gmail.com",7829418212,"027 Matthew Walks","Portsmouth","England",60278,"UK",46,"Male","High","Regular","6/10/2023",2023,"June","11:15:56",6,167.5230264,1005.138159,"Clothing","Adidas","Jacket","Excellent","Express","Debit Card","Processing",4,"Varsity jacket"
2491876,92174,"Whitney Adams","David85@gmail.com",7663483087,"332 James Crescent","Portsmouth","England",58845,"UK",29,"Male","Medium","Regular","5/5/2023",2023,"May","21:19:36",5,318.5546054,1592.773027,"Home Decor","Bed Bath & Beyond","Kitchen","Average","Express","Cash","Pending",2,"Electric kettle"
9528651,70193,"Alexis Carlson","Tamara14@gmail.com",7475610720,"8990 Suarez Corner","Portsmouth","England",8337,"UK",38,"Female","Medium","Regular","9/6/2023",2023,"September","15:02:23",4,491.1758,1964.7032,"Home Decor","Bed Bath & Beyond","Bathroom","Average","Same-Day","Cash","Shipped",2,"Mirror"
6615549,37748,"Teresa West","John68@gmail.com",1466610999,"3147 Ramirez Turnpike Suite 535","Portsmouth","England",55073,"UK",39,"Male","Low","Regular","1/29/2024",2024,"January","2:18:17",5,194.123119,970.6155948,"Grocery","Coca-Cola","Juice","Bad","Express","PayPal","Processing",1,"Grape juice"
5820774,46908,"Kimberly Jordan","John73@gmail.com",6105110623,"39861 Torres Court","Portsmouth","England",19707,"UK",54,"Male","Medium","Regular","10/14/2023",2023,"October","8:02:34",5,402.1154395,2010.577198,"Books","Penguin Books","Fiction","Excellent","Same-Day","Cash","Processing",4,"Adventure"
4613625,72950,"Gregory Bates","Gerald65@gmail.com",7785499928,"3720 Matthew Ville Suite 453","Portsmouth","England",42573,"UK",51,"Female","Low","Regular","6/6/2023",2023,"June","9:03:24",10,488.5287161,4885.287161,"Electronics","Samsung","Television","Average","Same-Day","Debit Card","Pending",2,"Android TV"
7433237,78960,"Kyle Odom","Daniel67@gmail.com",1133304058,"66041 Adams Extensions Suite 970","Portsmouth","England",6258,"UK",57,"Female","Medium","Regular","5/30/2023",2023,"May","21:07:29",5,435.2627046,2176.313523,"Books","Penguin Books","Children's","Excellent","Express","Cash","Delivered",4,"Puzzles"
6907373,97201,"Daniel Myers","Ryan95@gmail.com",7298270465,"468 Norton Squares","Portsmouth","England",33978,"UK",58,"Male","Medium","Regular","5/31/2023",2023,"May","10:40:30",5,142.0725796,710.3628978,"Books","HarperCollins","Thriller","Excellent","Same-Day","Debit Card","Delivered",5,"Detective"
1761766,37351,"Rachel Robinson","Traci4@gmail.com",7880689078,"1540 Erin Trail Apt. 309","Portsmouth","England",37106,"UK",46,"Male","Medium","Regular","8/14/2023",2023,"August","14:21:40",5,225.7715983,1128.857991,"Home Decor","Home Depot","Furniture","Bad","Same-Day","Cash","Pending",1,"Bookshelf"
4435221,73668,"John Carpenter","Jose48@gmail.com",4692455252,"984 Wagner Inlet Suite 023","Portsmouth","England",25579,"UK",18,"Male","Low","Regular","5/17/2023",2023,"May","18:20:46",5,435.10538,2175.5269,"Clothing","Zara","Shirt","Excellent","Standard","Cash","Delivered",4,"Polo shirt"
4201893,93072,"Brandy Cruz","David58@gmail.com",8167796506,"6928 Scott Motorway","Portsmouth","England",20819,"UK",46,"Male","Low","Regular","12/14/2023",2023,"December","4:50:51",2,324.9156677,649.8313353,"Clothing","Adidas","Jacket","Excellent","Express","PayPal","Processing",4,"Peacoat"
6908483,44073,"David James","Jennifer95@gmail.com",2337436974,"92779 Brent Ridge","Portsmouth","England",87385,"UK",70,"Female","Medium","Regular","3/27/2023",2023,"March","12:02:58",8,267.8020662,2142.41653,"Electronics","Sony","Headphones","Bad","Standard","Credit Card","Delivered",1,"On-ear headphones"
8400644,33277,"Michael Curtis","Christine91@gmail.com",9498766759,"09308 Catherine Mountains Apt. 936","Portsmouth","England",10334,"UK",68,"Male","Medium","Regular","7/13/2023",2023,"July","12:00:21",4,299.9304137,1199.721655,"Clothing","Zara","Shirt","Bad","Standard","Credit Card","Delivered",1,"Dress shirt"
5648072,89211,"Derrick Baker","Andrea94@gmail.com",8760164464,"2616 Pratt Estates","Portsmouth","England",56517,"UK",27,"Female","Medium","Regular","2/25/2024",2024,"February","23:22:49",2,168.017706,336.035412,"Books","Penguin Books","Fiction","Bad","Same-Day","PayPal","Shipped",1,"Horror"
8093529,45413,"Lauren Johnson","Lisa82@gmail.com",1816016808,"0288 Jennifer Spurs Suite 207","Portsmouth","England",24786,"UK",63,"Male","Medium","Regular","3/4/2023",2023,"March","20:54:01",10,485.0773617,4850.773617,"Books","Penguin Books","Children's","Bad","Standard","Debit Card","Delivered",1,"Art supplies"
1214388,75644,"Nicole Fisher","Breanna80@gmail.com",5778422432,"5097 Mcguire Crescent Suite 804","Portsmouth","England",51550,"UK",55,"Male","Medium","Regular","11/18/2023",2023,"November","15:27:07",7,395.5127305,2768.589113,"Clothing","Zara","Jeans","Excellent","Express","Credit Card","Delivered",5,"Bootcut jeans"
2780785,28689,"Miranda York","Larry76@gmail.com",7007109808,"986 Melissa Mountain","Portsmouth","England",49241,"UK",37,"Female","High","Regular","6/2/2023",2023,"June","7:48:59",8,196.3245186,1570.596149,"Books","HarperCollins","Thriller","Bad","Express","Debit Card","Pending",1,"Political thriller"
9316466,17098,"Jeff Little","Joshua45@gmail.com",4759763256,"2512 Murray Ports Suite 342","Portsmouth","England",13503,"UK",26,"Female","High","Regular","1/12/2024",2024,"January","23:42:17",8,223.9991314,1791.993051,"Electronics","Sony","Smartphone","Average","Standard","PayPal","Pending",2,"iPhone"
6500202,59565,"Sheila Grant","Caleb46@gmail.com",5369056472,"01812 Sheryl Streets Suite 856","Portsmouth","England",82378,"UK",39,"Female","Medium","Regular","2/17/2024",2024,"February","0:04:20",8,140.598328,1124.786624,"Home Decor","Home Depot","Furniture","Excellent","Same-Day","Cash","Delivered",5,"Sofa"
9449050,14899,"Adam Decker","Matthew8@gmail.com",4132073431,"695 Woodward Ville","Portsmouth","England",21339,"UK",18,"Male","Medium","Regular","5/14/2023",2023,"May","23:02:26",4,249.2309009,996.9236037,"Books","Penguin Books","Children's","Good","Same-Day","Credit Card","Delivered",3,"Art supplies"
7311153,95391,"Brandy Dyer","Robert47@gmail.com",3957324586,"8371 Amy Bridge","Portsmouth","England",55590,"UK",64,"Male","Low","Regular","11/25/2023",2023,"November","19:11:56",7,207.8439581,1454.907707,"Grocery","Pepsi","Water","Average","Express","Cash","Processing",2,"Sparkling water"
6215388,66817,"Richard Ortiz","Erica81@gmail.com",5502920164,"959 Andrews Shoals","Portsmouth","England",57779,"UK",41,"Female","High","Regular","5/5/2023",2023,"May","23:10:13",2,209.6584616,419.3169233,"Grocery","Coca-Cola","Juice","Average","Express","Credit Card","Pending",2,"Grape juice"
8810446,93866,"Zachary Diaz","Jean66@gmail.com",7690958509,"992 Dunn Tunnel","Portsmouth","England",64222,"UK",32,"Female","Medium","Regular","9/23/2023",2023,"September","16:15:39",5,188.7204549,943.6022746,"Home Decor","IKEA","Decorations","Bad","Same-Day","Credit Card","Processing",1,"Sculptures"
4176344,11393,"Jerry Chaney","Ronald76@gmail.com",1931018021,"3188 Jessica Prairie Suite 544","Portsmouth","England",52378,"UK",46,"Male","High","Regular","7/8/2023",2023,"July","7:45:03",9,457.2923455,4115.631109,"Clothing","Nike","Shorts","Excellent","Same-Day","PayPal","Shipped",4,"Cargo shorts"
7999142,88381,"Chelsea Leonard","Michele83@gmail.com",5921288191,"4189 Martinez Neck","Portsmouth","England",68129,"UK",57,"Female","Low","Regular","6/12/2023",2023,"June","1:13:57",5,278.9850848,1394.925424,"Electronics","Samsung","Tablet","Bad","Express","PayPal","Pending",1,"Microsoft Surface"
2869376,95670,"Heather Bailey","Christopher39@gmail.com",1517977881,"15302 Perez Parkways Apt. 638","Portsmouth","England",2952,"UK",39,"Male","Low","Regular","12/28/2023",2023,"December","20:45:47",7,251.943177,1763.602239,"Grocery","Nestle","Chocolate","Average","Same-Day","Credit Card","Shipped",2,"Chocolate bars"
5072217,92028,"Tracy Farmer","Willie26@gmail.com",3960951206,"120 Moody Lane","Portsmouth","England",32951,"UK",48,"Male","Medium","Regular","6/23/2023",2023,"June","5:04:09",3,433.5560183,1300.668055,"Electronics","Sony","Smartphone","Excellent","Express","Cash","Pending",4,"iPhone"
6726352,26172,"Samuel Mclaughlin","Benjamin14@gmail.com",5993222534,"649 Reid Radial Suite 875","Portsmouth","England",84303,"UK",23,"Female","Low","Regular","5/8/2023",2023,"May","7:50:36",5,473.9013938,2369.506969,"Clothing","Adidas","Shoes","Average","Same-Day","Cash","Shipped",2,"Loafers"
6885155,89528,"Thomas Wilson","Michael58@gmail.com",2178869807,"9600 Brandon Centers","Portsmouth","England",87209,"UK",36,"Male","High","Regular","2/10/2024",2024,"February","10:39:20",7,360.0919904,2520.643933,"Electronics","Sony","Television","Good","Standard","Debit Card","Shipped",3,"HDR TV"
8984831,10237,"Michael Walker","Richard51@gmail.com",6545018464,"513 Porter Fields Suite 094","Portsmouth","England",46942,"UK",64,"Male","Medium","Regular","3/22/2023",2023,"March","17:30:34",4,404.8225205,1619.290082,"Books","Random House","Literature","Average","Express","Cash","Processing",2,"Essays"
5104546,25605,"Jim Hansen","Lindsey42@gmail.com",2171598460,"0371 Lopez Ridges","Portsmouth","England",73280,"UK",60,"Male","Low","Regular","12/15/2023",2023,"December","10:51:36",2,92.29543415,184.5908683,"Grocery","Nestle","Coffee","Good","Standard","PayPal","Shipped",4,"Affogato"
7172567,88816,"Michael Ramirez","Margaret32@gmail.com",8132474319,"149 Osborne Plaza Apt. 241","Portsmouth","England",76631,"UK",43,"Female","Low","Regular","9/3/2023",2023,"September","17:49:30",5,282.3141772,1411.570886,"Clothing","Zara","Shirt","Excellent","Express","Credit Card","Pending",5,"Tank top"
7948369,75143,"Diane Stewart","Richard77@gmail.com",9067158971,"99611 Bruce Way","Portsmouth","England",56037,"UK",59,"Male","High","Regular","5/25/2023",2023,"May","18:37:05",5,327.5769025,1637.884513,"Home Decor","Bed Bath & Beyond","Kitchen","Bad","Same-Day","Credit Card","Shipped",1,"Food processor"
7491247,12884,"Joseph Barnes","Charles57@gmail.com",8142641936,"9482 Valenzuela Manor","Portsmouth","England",10435,"UK",40,"Male","High","Regular","5/6/2023",2023,"May","4:49:27",1,265.6643192,265.6643192,"Books","Penguin Books","Children's","Excellent","Same-Day","PayPal","Shipped",5,"Toys"
4122058,47483,"Tonya Moss","Maria26@gmail.com",1130620699,"518 Pamela Way Apt. 767","Portsmouth","England",66627,"UK",68,"Female","Medium","Regular","4/1/2023",2023,"April","6:07:27",2,248.5914523,497.1829045,"Home Decor","Home Depot","Decorations","Excellent","Same-Day","Credit Card","Processing",5,"Mirrors"
